Sample_ID,Species,Download_link,Ref
Y0141C,Hemiculter leucisculus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0142C,Hemiculter tchangi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0143C,Saurogobio punctatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0144C,Saurogobio punctatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0145C,Saurogobio punctatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0146C,Saurogobio punctatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0147C,Saurogobio punctatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0148C,Squalidus argentatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0149C,Squalidus argentatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0150C,Squalidus argentatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0151C,Pseudorasbora parva,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0153C,Zacco platypus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0154C,Zacco platypus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0155C,Zacco platypus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0156C,Opsariichthys bidens,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0157C,Opsariichthys bidens,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0158C,Opsariichthys bidens,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0159C,Opsariichthys bidens,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0160C,Saurogobio dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0161C,Saurogobio dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0162C,Saurogobio dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0163C,Glyptothorax sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0164C,Glyptothorax sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0165C,Jinshaia sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0166C,Jinshaia sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0167C,Silurus asotus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0168C,Silurus asotus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0169C,Pseudobagrus truncatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus_fulvidraco
Y0170C,Pseudobagrus truncatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus_fulvidraco
Y0171C,Pseudobagrus truncatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus_fulvidraco
Y0172C,Carassius auratus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius_auratus
Y0191C,Sinibrama taeniatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0192C,Sinibrama taeniatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0193C,Sinibrama taeniatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0194C,Spinibarbus sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0195C,Ctenopharyngodon idella,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/925/GCF_019924925.1_HZGC01/GCF_019924925.1_HZGC01_genomic.fna.gz,Ctenopharyngodon_idella
Y0196C,Cyprinus carpio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0202C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0204C,Saurogobio dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0206C,Saurogobio dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0211C,Cyprinus carpio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0212C,Cyprinus carpio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0213C,Cyprinus carpio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0215C,Parabotia bimaculata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0218C,Squalidus argentatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0219C,Squalidus argentatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0220C,Squalidus argentatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0222C,Sarcocheilichthys nigripinnis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0224C,Zacco platypus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0226C,Zacco platypus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0229C,Sinogastromyzon szechuanensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0230C,Sinogastromyzon szechuanensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0231C,Sinogastromyzon szechuanensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0232C,Gnathopogon herzensteini,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/029/165/GCA_023029165.1_ASM2302916v1/GCA_023029165.1_ASM2302916v1_genomic.fna.gz,Gobiocypris_rarus
Y0234C,Gnathopogon herzensteini,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/029/165/GCA_023029165.1_ASM2302916v1/GCA_023029165.1_ASM2302916v1_genomic.fna.gz,Gobiocypris_rarus
Y0235C,Opsariichthys bidens,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0238C,Pseudobagrus pratti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus_fulvidraco
Y0239C,Pseudobagrus pratti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus_fulvidraco
Y0241C,Pseudobagrus truncatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus_fulvidraco
Y0245C,Rhodeus ocellatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0246C,Sarcocheilichthys nigripinnis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0247C,Pseudobagrus truncatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus_fulvidraco
Y0248C,Pseudobagrus truncatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus_fulvidraco
Y0249C,Silurus asotus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0250C,Silurus asotus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0254C,Hemiculter tchangi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0255C,Homatula wujiangensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0256C,Homatula wujiangensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0257C,Triplophysa bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0258C,Triplophysa bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0260C,Triplophysa bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0261C,Triplophysa bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0264C,Homatula variegata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0270C,Abbottina obtusirostris,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0271C,Abbottina obtusirostris,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0272C,Abbottina obtusirostris,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0273C,Triplophysa stoliczkai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0274C,Triplophysa stoliczkai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0275C,Triplophysa stoliczkai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0276C,Triplophysa stoliczkai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0277C,Triplophysa stoliczkai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0278C,Culter oxycephaloides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/615/GCA_028476615.1_ASM2847661v1/GCA_028476615.1_ASM2847661v1_genomic.fna.gz,Culter_alburnus
Y0279C,Culter oxycephaloides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/615/GCA_028476615.1_ASM2847661v1/GCA_028476615.1_ASM2847661v1_genomic.fna.gz,Culter_alburnus
Y0289C,Silurus asotus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0290C,Xenocypris davidi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0296C,Xenocypris fangi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0300C,0,0,0
Y0303C,0,0,0
Y0304C,0,0,0
Y0306C,Hemiculter leucisculus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0314C,Silurus asotus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0315C,Silurus asotus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0322C,Schizothorax sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0324C,Spinibarbus sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0328C,Distoechodon tumirostris,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0334C,Onychostoma macrolepis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0335C,Onychostoma macrolepis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0336C,Distoechodon tumirostris,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0337C,Onychostoma macrolepis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0339C,Culter oxycephaloides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/615/GCA_028476615.1_ASM2847661v1/GCA_028476615.1_ASM2847661v1_genomic.fna.gz,Culter_alburnus
Y0340C,Culter oxycephaloides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/615/GCA_028476615.1_ASM2847661v1/GCA_028476615.1_ASM2847661v1_genomic.fna.gz,Culter_alburnus
Y0345C,Parabotia fasciatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0346C,Belligobio pengxianensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0367C,Belligobio nummifer,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0368C,Belligobio nummifer,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0369C,Belligobio nummifer,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0370C,Belligobio nummifer,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0371C,Cobitis sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/735/GCA_029874735.1_ASM2987473v1/GCA_029874735.1_ASM2987473v1_genomic.fna.gz,Cobitis_vettonica
Y0384C,Homatula wujiangensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0389C,Homatula wujiangensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0394C,Silurus asotus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0426C,Leiocassis longirostris,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/275/GCA_028565275.1_ASM2856527v1/GCA_028565275.1_ASM2856527v1_genomic.fna.gz,Leiocassis_micropogon
Y0427C,Leiocassis longirostris,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/275/GCA_028565275.1_ASM2856527v1/GCA_028565275.1_ASM2856527v1_genomic.fna.gz,Leiocassis_micropogon
Y0428C,Leiocassis longirostris,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/275/GCA_028565275.1_ASM2856527v1/GCA_028565275.1_ASM2856527v1_genomic.fna.gz,Leiocassis_micropogon
Y0453C,Culter alburnus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/615/GCA_028476615.1_ASM2847661v1/GCA_028476615.1_ASM2847661v1_genomic.fna.gz,Culter_alburnus
Y0457C,Hemiculter tchangi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0458C,Hemiculter tchangi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0459C,Hemiculter tchangi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0460C,Hemiculter tchangi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0462C,Ancherythroculter wangi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0463C,Ancherythroculter wangi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0464C,Tachysurus nitidus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus_vachellii
Y0465C,Tachysurus nitidus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus_vachellii
Y0466C,Tachysurus nitidus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus_vachellii
